,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,prediction_label,prediction_score
12,0.6490124,0.578621,-2.1703131,-0.892734,-1.9134021,-1.5714142,-0.68623674,-0.24378394,-0.6660324,0.5707956,-1.1184547,-0.6254965,1.268882,0.36195898,-0.5193916,1.5571674,-2.5465152,0.5544733,1.3351004,0.0025908866,0.59519845,-0.16123638,-0.2638183,-1.2859427,0.18407348,0.7301376,-1.5016189,0.29494202,0.6777542,2.1643522,0,1.0
13,-1.4643272,1.098973,-0.74064004,-1.7554724,-1.3591793,1.8005856,2.2382405,-1.413229,1.5680605,0.016860167,0.53058475,0.47057065,-1.8455114,1.2489828,1.07143,0.21778104,1.8200319,0.31144935,-0.9946788,1.0424894,0.5715397,-0.7872359,-1.2675681,0.66568893,1.5956086,0.54187584,-1.0384958,-0.22139303,-0.15922323,-0.41945717,0,1.0
14,1.0800912,-0.2791057,0.2065069,0.6813905,-0.9617468,0.8078769,-0.72269005,0.9642461,-0.60567373,-0.5539981,-0.26628372,0.34942847,0.6527378,-0.61803055,-0.299928,-0.29794535,0.68413746,-1.6787643,0.5996173,-0.14182402,0.063503034,0.8554729,1.0749252,-0.92928237,0.09549027,-1.0475246,1.7054582,-1.0736201,-1.5230154,-0.79636866,0,1.0
15,0.75866914,0.91390467,0.60817003,-0.5917598,1.636249,0.44616288,-0.6333345,0.755637,-0.5883994,-1.4468094,1.2922844,0.85343033,1.1170412,-0.09095135,0.26470783,-0.650984,0.5120985,-1.2213396,-0.062297154,-0.8006565,-0.52046716,0.441265,0.4014949,-0.21851577,0.940714,1.3294935,0.028309343,-0.37000188,-0.269242,-0.8531061,1,1.0
16,-0.5906399,-1.5163814,-0.21564147,0.3335182,-0.6244289,0.69956654,-0.9014311,-0.10724639,0.62229925,0.8971509,-1.0126736,-0.8686461,-1.6796393,0.9005431,1.2596941,0.072268575,1.2719649,-0.40950093,0.49481994,-0.32778773,-1.8231214,-1.3765314,-0.9397327,2.2820106,-0.93416303,-0.40120855,1.3241081,0.1538666,-0.26502982,-0.6412986,0,1.0
17,-1.7327456,-1.4204323,1.5210804,-0.16952525,-0.5462073,0.699008,-0.08332683,1.2423034,-0.52710706,0.61207557,2.3404846,1.1268781,0.70315164,-0.559456,-1.5553979,0.69417834,0.123987146,-0.7812946,-0.057360515,-0.19867925,2.151179,-1.896922,-0.8345857,0.6818619,-0.70607346,-0.015346739,0.13254914,1.8951602,1.9312016,-0.53183734,0,1.0
18,0.7308817,0.9788874,-0.7708817,-0.90321505,-0.5253309,-0.83858865,-1.2816373,-0.025415486,-0.91727877,-1.055135,1.0428734,-1.0439063,0.015889784,-0.8710396,0.050811056,0.8054496,-1.7164792,-0.15124656,1.1635969,-0.81572586,-1.3477496,-1.2144362,-1.3000335,0.18977097,0.689575,0.28619167,1.9258548,-0.73271227,-0.15530618,0.6857363,0,1.0
19,0.098074265,0.931,0.2391132,-0.28335533,0.46804067,-0.1923806,-0.8497003,-0.0720509,-0.43774226,0.666845,-0.42352268,1.9759043,-0.88915986,0.5845333,1.1534697,-0.36044687,0.7208509,0.5053147,0.7106891,-0.17418562,-0.5988555,-1.1156259,-1.3191726,0.96320593,0.7116918,-0.063946106,0.009673586,-0.48499155,-0.13063493,-0.8239164,0,1.0
20,-1.2781098,0.8388837,-0.26154467,0.17895035,1.1484636,0.009104867,1.2596611,-0.5902047,0.34663314,1.7906215,-0.87266093,-1.1903719,-0.59444386,1.4977868,0.14643092,-2.579435,-1.1723607,1.2953982,-1.0051725,0.40518722,-0.43253604,-1.8739998,-1.4934298,0.0017534464,-1.4511489,0.9265584,-1.0290283,0.27511808,-0.059394464,-0.010254638,0,1.0
21,0.97773385,-0.12976761,-0.003690789,-0.49736732,-1.5074013,0.85390645,0.31508562,0.56279916,0.49299207,-1.3828218,0.43768278,0.12597649,0.095774956,-0.75279975,-0.21532534,0.680251,-0.57746017,1.6221023,-2.426261,-2.1475928,-0.1992265,1.9417524,2.676296,0.9247176,-1.116134,-2.6261075,-0.66127944,1.8951602,1.9312016,-0.58638555,0,1.0
22,0.55387145,-0.5329185,1.0928383,0.49119103,-0.073204614,-0.40768677,-1.0875157,0.8164877,0.5324798,-0.8725544,-0.58435607,-0.58117306,0.8964801,0.2833672,-0.042295795,0.7003739,0.22047122,-0.49848366,-0.5156776,-0.10385394,0.32344764,-0.22369742,-0.6147296,0.97088355,1.2199281,-0.75755924,0.052507635,0.7211087,0.43500072,-0.039261863,1,1.0
23,0.5255034,-0.7652724,0.30204257,0.5802683,-0.17743719,0.23632745,-0.3136519,0.79718524,0.41562963,-0.55023736,0.32864398,0.9920762,0.7025252,-1.2049413,0.12169606,0.5180666,0.09643336,-0.64610803,-0.21872352,-0.13894634,0.7123926,-0.33386123,-0.5502542,1.074526,0.29141563,-0.9798974,0.112183616,1.8951602,1.9312016,0.78169733,1,1.0
24,0.33671457,-2.8386724,-0.5750219,-1.9834098,0.7040779,-2.3664758,2.2382405,2.614032,-2.1649916,0.82571,2.3404846,0.122199796,0.3460465,-0.055250872,-2.031453,0.2862227,-0.420419,-1.5212315,-0.104033396,2.493101,-2.2402139,-2.3720984,1.0289232,0.2892984,-2.080041,0.15680663,-0.67938733,-1.973634,1.9312016,2.1643522,0,1.0
25,0.24107596,0.9601164,-0.06909229,-0.044499896,-0.13286425,-0.44337443,-0.6560956,-0.36801794,-0.45306474,0.8566846,-0.3715178,1.8151029,-0.56446993,1.3713759,1.3731453,-0.29217583,0.6495219,-0.16065922,0.49135974,0.2033797,-0.3094103,-0.5707357,-0.49670866,0.6387539,0.55484456,-0.15728343,1.6178049,-0.75128317,-0.36763924,-0.80403095,0,1.0
26,-1.7035482,-0.20621893,0.86355466,0.47960895,-0.08667878,0.26149178,-1.0800126,0.8981846,-0.22179551,-0.51273227,-0.44367146,-0.76809627,0.12773994,-0.8873444,-0.6911269,0.9844169,0.47842127,-0.22311297,0.04429962,-0.04806173,0.2113591,-0.71208817,-1.047533,0.23256965,0.53079945,-0.7843715,0.10094174,1.4159627,0.7908651,-0.83650446,1,1.0
27,-1.7611138,0.12473514,0.87907976,0.018798554,0.7448076,0.34471938,0.53412694,-0.30557758,-2.1649916,-0.64775586,0.24073105,-0.85128474,0.86795616,0.46067914,-0.06862847,1.6403604,-0.41572845,-0.27267087,-0.41271308,0.36932477,-0.9273575,2.3073282,-0.6815851,-0.6090534,-0.76376134,1.5377098,-0.38330832,1.583616,1.9312016,-0.49516785,0,0.7511
28,-0.5447698,1.0151476,0.35948628,-0.7196334,0.36423624,0.41130388,-0.53434443,0.15189435,-0.8252815,0.7699033,-0.6852877,-0.22314428,-1.1106625,1.9818298,0.59727794,0.30406004,0.7720488,0.2248019,0.30204192,-0.05502227,-0.2296294,-1.4901311,-1.6330534,0.3492737,-0.9874505,0.45727015,0.16290389,-0.4110299,-0.104089774,-0.82756513,0,1.0
29,0.4948957,0.86793756,-0.021180447,0.6950874,2.0099435,-0.6738957,0.4437333,-0.6875637,0.37220058,0.13609079,0.6604572,-1.7494638,0.5966742,-0.7096276,-1.0966725,-1.6000577,0.03142689,-0.2667809,-0.24290742,-0.6572741,-0.75574917,0.3104816,0.84720266,-0.35573226,0.7410129,1.1316092,0.374495,0.18446545,-0.0040326854,-0.86003864,0,1.0
30,-1.5442058,-0.32472745,0.5925867,0.21816833,-1.7239892,0.45228544,-0.8626521,1.1828735,-0.10707263,0.000584864,-1.4149473,1.1458156,1.4901698,-0.25255522,0.05627459,0.30735853,-0.8320544,-0.8275316,0.09603043,-0.2627309,-0.19079815,1.0010915,1.5560831,-0.79205257,0.4043432,-0.37645963,-1.6394227,1.8951602,1.9107498,-0.8417951,1,1.0
31,-0.7951887,0.914064,0.07722269,-0.39748815,0.9377527,0.07423389,-0.08412445,-0.03877798,-0.17619653,0.9710813,-0.15455242,0.8350252,-1.0383971,-0.005622942,1.555002,-1.7958001,-0.15994084,0.26422524,0.7102042,0.32229394,-0.8558083,-0.67837983,-0.46238768,-0.35793892,-0.13822512,1.32459,-0.7810318,-0.21819156,-0.315045,-0.586568,0,1.0
32,-0.6072294,-2.7482338,2.2936668,-0.49742293,0.64678544,-0.37077466,0.39789996,0.25922716,-0.98292524,2.1033459,2.3404846,1.4214456,-1.4383069,-0.82608104,0.8900174,-0.88754094,-1.5012044,1.3068203,0.177192,1.065652,-1.5729862,0.37385648,0.27451006,0.8095705,0.16431521,-1.1258327,-1.157449,-1.973634,1.9312016,-0.5834666,1,1.0
33,-0.264158,-0.08108275,0.074174605,1.2701671,-1.2497177,-0.58133304,-0.05230745,-0.57688063,-1.8619841,2.0406883,-2.316536,0.059235323,-0.99261415,0.47632742,1.0736043,0.34515557,-0.57088584,0.6510238,0.117860764,-0.925744,-1.2937549,2.3073282,-0.49409348,-1.0885215,-0.0014361774,2.651137,-1.3457735,0.64104736,1.2745878,-0.6438527,0,1.0
34,0.87446404,0.8058389,-1.1340387,-0.14461315,-0.99616855,-1.4703331,-0.93019086,-0.6465314,-0.18630369,1.5003932,-1.3196443,-1.0486785,0.44997087,-1.5116553,-0.3160332,1.5440562,-0.42819402,-0.28399694,0.6012699,0.8799587,0.22495678,0.8703828,0.87120175,-0.6953282,0.75327617,0.60763365,0.16128309,-0.03706135,0.17409115,1.5116212,0,1.0
35,-0.57587516,0.9338341,-0.17933507,0.025517104,0.053471573,-0.46641755,-0.35308513,-0.5546766,-0.29872367,1.1742004,-0.5427389,0.31518278,-1.2457219,1.0522239,1.198407,0.8437777,0.22022943,0.49507973,-0.24823262,-0.90693223,-0.47019422,0.101356514,0.47731423,0.2975431,0.15531489,-0.023605289,2.0357316,-0.58747745,-0.2734202,-0.58729774,0,1.0
36,-1.5895782,-0.6676867,-0.50962543,1.4438597,-1.9543461,0.4207181,1.0292561,-0.21947066,1.4332055,0.999038,-2.316536,-0.05634051,1.4748443,-0.38121724,-0.9776564,0.5499184,-2.3539531,1.419967,-2.426261,-1.7419246,-0.60703623,0.30861104,0.75972015,0.10799724,-1.0455352,0.16844857,-0.2567079,0.18425544,-0.6375461,-0.49516785,0,1.0
37,-0.05123146,0.89713985,-0.40563875,0.32017976,0.062456094,-0.7207344,0.10588975,-0.9445882,0.041891355,1.3052056,-0.44692567,1.2227328,-0.5970504,1.3919787,0.8665888,-0.8483142,0.72191393,-0.16901828,1.0219661,0.24003376,-0.081554376,0.1442256,0.58437264,-0.22538124,0.077945486,0.1529943,2.050881,-0.5634978,-0.28715926,-0.2215148,0,1.0
38,0.46553224,0.13353683,1.1704751,-0.6709398,1.6973873,1.537846,0.35641977,1.0802408,-0.1407073,-1.7206324,1.8069824,-0.35431856,0.56470567,0.18078588,0.19681133,0.03351979,0.095830105,-1.1635673,0.9835071,1.9528264,0.8903026,0.70251524,1.0540766,-0.22112635,-1.4547389,-2.4527533,0.25227973,1.8951602,1.9312016,-0.8417951,1,1.0
39,0.8373864,1.0302556,-0.8053078,-0.66868716,-0.31189632,-0.24577782,0.9891248,-0.9927055,0.6174088,-0.6302475,1.1174642,-0.76630795,0.42654103,-1.0853945,-0.36734092,-0.86737204,-1.8759104,-0.28549403,1.7997665,-0.18485275,-2.0813913,-1.4927887,-0.99893874,-0.21716693,-2.0753527,0.76080203,0.93998134,-0.007850835,-0.4309227,-0.8417951,0,1.0
40,0.9324444,-0.70190233,0.6027707,1.274464,0.38994935,-0.11216977,1.3558136,-0.38880202,-2.1649916,0.78804165,-0.14389259,-2.2684598,0.89981705,0.25380635,-1.9032336,-1.5736666,-0.59595144,-0.45251817,0.3413409,0.76394886,-1.630663,2.3073282,0.55270505,-0.28265676,-0.73978865,0.69834924,-0.3574639,-1.1399423,-1.7668169,-0.2895632,0,1.0
41,-0.8762285,-0.14647292,0.9604926,-0.11120659,-0.37858197,1.5106491,0.9453442,0.6508827,0.40070847,0.31444278,-0.79543144,0.5887795,-1.2030766,1.4659603,0.74228543,-0.25117955,0.8848298,-0.11775202,1.0143955,0.42538983,0.3399898,-1.3522831,-1.3737581,-0.7060408,-2.497448,-0.46039087,0.25329733,1.3605143,0.3826148,-0.79454434,0,1.0
42,-0.85010004,-0.62359303,0.22337574,-0.88901204,-0.68194294,2.2949884,2.2382405,0.8107868,1.7263649,0.6708532,-0.8121022,-0.1281558,-1.4476424,0.8668242,1.0133953,-1.0296937,-0.0982465,0.057653762,0.3741062,0.7794523,0.4562233,-1.1781245,-1.0417922,0.91713953,1.6752723,0.108022615,0.3764524,1.4408718,0.94475526,1.9584055,0,1.0
43,-0.89049554,0.8769156,0.4905302,-0.2525696,1.6997056,0.40132987,-0.09639324,0.2847716,-0.25074515,-0.08224368,0.7665141,1.2108344,-1.2183262,0.39716396,1.8889734,-1.0078603,1.1528943,-0.5319988,0.2867978,-0.61489964,-0.6336354,-1.9082857,-2.6736896,1.1998208,-0.300242,-0.12299618,-1.077155,-0.50240654,-0.16880006,-0.2966782,0,1.0
44,-1.2131618,-0.14648281,-2.4006145,0.7491038,1.931753,-1.6260977,2.2382405,-0.9721889,1.3581108,1.641589,-0.4214744,0.87594676,-0.57880867,0.50993466,0.22728862,-2.579435,-0.1954623,1.471548,-0.20063147,-1.3299127,2.151179,1.5844197,0.71388394,-2.297925,-0.3881835,-0.79765606,2.1463428,-0.7644116,0.97532046,2.1643522,0,1.0
45,-1.5165013,-0.41466466,0.7145356,0.2847211,-1.7936736,0.596681,-0.8369527,1.4616556,-0.66655964,0.22922786,-0.7738481,1.3135033,1.5902745,0.074001394,-0.32049364,0.306899,-0.98104256,-1.0123439,-0.021992149,-0.3001626,0.57787144,0.7287148,1.6183491,-0.9421012,0.41706032,-0.2828396,-1.6891016,1.8951602,0.11100147,-0.8417951,1,1.0
46,-0.38418323,0.9135265,-0.93527186,-0.96191674,-0.6249528,-0.36899018,-0.27616698,-0.4132158,-0.62352085,-0.105878256,0.6706091,1.0166204,-1.6217885,1.0072513,1.2759993,-0.77017576,1.6984634,0.37825114,-0.25888792,1.1724734,1.0407776,0.74879014,0.5675864,-1.3259634,-0.94221425,1.1801972,-0.30960464,-0.5358873,-0.19678806,1.8691946,0,1.0
47,0.91386414,-0.790897,0.5777838,1.7965279,-0.23123929,0.074123934,0.24032038,0.6133155,-0.16052024,-0.18803953,0.12502511,0.1321236,0.21166782,-1.4636279,-0.47635472,0.33074322,1.2811955,-2.1373608,1.5173492,-0.8928568,-0.92417103,0.70875823,0.7540022,-1.9186431,-0.07574369,0.24925128,-1.0287452,-1.973634,-1.7668169,-0.039079428,0,1.0
48,0.92166126,-2.8386724,2.43548,-2.4574583,0.68422383,-2.3703706,-1.2085484,-2.5820868,2.1095533,-0.90944856,1.3910348,-0.96937686,2.8406348,1.1765362,2.82719,-0.31674242,1.5220973,1.7224902,0.9170676,0.44682643,0.33329687,1.1875944,0.32230693,-1.3178408,0.12556466,-0.2754286,-0.8026381,0.9918775,-0.95865136,0.78169733,0,1.0
49,0.87429816,0.8098932,-0.7478951,-0.17527898,-0.08148613,-0.4484257,0.55453116,-0.6339799,0.18469217,0.41897684,-0.3090697,-1.3561354,0.83366406,0.48512623,-0.9086969,0.9488341,0.3371662,-0.7269425,-0.3458998,-0.11712676,0.61159027,0.6682512,0.7265951,-0.7275272,-1.1644728,0.23207459,2.2629895,-0.3454836,-0.03531917,1.2379682,0,1.0
50,-0.65666616,-0.33400357,0.9996258,2.1328142,1.5948533,-0.25899655,0.17404553,0.11311318,0.11851949,0.4431609,-0.10388962,-0.3664124,-1.4645289,0.8140459,0.5806778,-1.386684,0.44106892,0.33323932,0.29467478,-1.2131989,-0.6626666,-0.17430519,0.11257329,-0.1085432,1.0846076,-0.96468186,-0.35182193,-0.56675357,0.4984027,-0.86003864,0,1.0
51,0.93095136,0.97641957,-1.0165278,-2.4574583,-1.4509165,2.0601206,2.2382405,-0.5018856,1.2921993,-1.3519478,0.98708487,-0.38251883,-0.024782788,-0.25443643,-0.12048769,0.6337477,1.4071673,-0.43334508,-1.7156152,1.4958079,1.3922131,-0.20286351,-1.2989688,-0.09505075,1.7243005,1.0370182,-0.92464,-0.3873847,-0.024825659,1.5285877,0,1.0
52,0.56672835,0.94682664,-0.10383409,-0.40548524,0.32702774,-0.14216548,-0.18163553,-0.079424866,-0.050840616,-0.066335075,0.14539622,0.18985319,1.1573052,-0.595337,-0.24360926,-0.9726168,0.0017743806,-0.7388048,-0.0055456515,0.86799616,-0.47544912,-0.49758703,-0.5447016,0.07216239,0.05207698,0.7807769,0.4904031,-0.2882922,-0.3188971,-0.8417951,0,1.0
53,0.9991343,0.9007316,-0.4629692,-1.2343113,0.0291934,1.8797232,2.2382405,-1.2873337,2.1095533,0.19805877,0.12032108,-0.90026146,0.5929354,-0.29423365,-0.52205646,0.7657516,0.7172361,-1.5502094,0.92258894,-0.09672739,0.13635527,0.57196575,0.53944296,-0.484613,1.7756933,1.24436,-0.4974195,0.29509667,0.09074512,-0.16222331,1,0.7426
54,1.0573635,-0.8307797,-0.7166941,1.0789548,0.45192876,2.0425003,1.1769769,-1.0764352,1.3470798,-0.3037934,-0.21693912,-0.8139383,1.1041604,0.5935608,-0.821263,-0.08754122,0.024508292,-1.1148328,1.036466,1.6173961,1.4099576,0.62770456,0.5084068,-0.43961957,-2.497448,-0.15826786,-0.48965138,0.8626486,1.1558243,-0.6777857,0,1.0
55,1.1736561,-2.4648795,-2.4006145,-0.3773057,1.425679,1.469738,-1.1479287,0.41276085,-0.07808166,-0.47363397,0.7225884,0.1813202,0.23285338,-1.4900204,0.4029495,1.033777,0.2695525,-0.94944036,1.5388952,1.380481,2.151179,1.1625214,0.62655467,2.2820106,-0.0789073,-0.6396555,-0.5730458,0.93550956,1.9312016,2.1643522,0,0.5154
56,0.82909167,-0.2827848,0.75644994,0.89042026,0.8348433,0.5603988,0.1294288,0.9568134,-0.059164263,-0.75487566,-0.30907872,-0.93685305,0.7745401,-0.024222553,-0.46014372,0.15883699,-1.5145452,0.55905974,-0.82272625,1.0554322,0.25609657,0.27774283,0.5918451,-0.7050089,0.16049571,0.019418249,-0.42346495,0.8235468,0.9740346,-0.5066613,1,1.0
57,0.6741455,0.86567736,-0.10505429,-0.43862787,0.8113874,-0.028908763,0.14569017,-0.056568123,0.37216195,-0.053820197,0.2771329,0.35521477,0.7337109,-1.9160547,0.21238807,-0.710313,-0.56239885,-0.1516423,-0.2547163,-0.026854267,-0.974973,0.01366316,0.0632996,-0.059896432,-0.05264661,1.0562242,-0.6818714,0.041687567,-0.2610489,-0.60754806,1,1.0
58,0.48154113,0.19429056,0.5652134,-0.24294713,1.0423721,-0.07336263,0.9807654,-1.250147,-2.1649916,-0.8184602,-0.42754936,0.6893312,1.687562,-0.18291812,0.25419232,-0.5605861,-0.8544474,0.28431574,-0.39996386,0.73855025,2.151179,-2.3720984,0.9246084,-0.06946515,0.069291756,1.8224411,-0.36683634,0.10696574,0.97593844,0.03389472,0,1.0
59,-0.1705931,-0.5419174,0.30290577,1.8608497,-1.4555193,0.040017903,-0.17312962,0.5665974,-0.5503583,1.8731111,-2.316536,0.14906707,-0.9542175,1.1095173,0.4997456,0.15915571,-0.877452,0.40459818,0.14487188,-0.591562,-0.44724095,-0.1715722,0.5753822,-1.2307719,0.038772732,0.61995274,-1.6623534,-1.3508607,-1.7668169,-0.6438527,0,1.0
60,0.8881504,0.71312374,-0.54796475,-0.7969357,0.29239187,-0.20855682,-0.42500883,0.37703142,-0.42661685,-0.43584448,0.23183641,0.52800226,1.0491166,-0.22231789,0.10441207,0.29880023,0.585932,-1.3251102,0.5980532,0.19562747,0.92063767,0.9030724,0.40415344,-1.1203234,0.07188407,0.80062515,0.7648053,-0.58761954,0.02622275,2.1643522,0,1.0
61,1.043843,0.9082355,-0.5446709,-0.49172553,-0.89751804,-0.61967444,-0.64599836,-0.33522615,-0.17558563,0.7114319,-0.84470177,0.6007552,1.211579,-0.5365255,0.045949064,1.2815399,-0.024820467,-1.2469262,1.3818563,0.97053516,-0.08700577,1.0709071,1.2866395,-0.8601681,0.050312042,1.2522581,-1.1084324,0.2356878,-0.04539069,0.052138258,0,1.0
62,-0.6132016,-0.92703587,0.5082864,2.0073957,2.2175627,-0.40870613,1.3542933,0.51106197,0.061467256,0.71609515,1.1517384,-0.29841077,-2.1062088,-0.018741839,0.5893114,0.23705503,-0.5340914,1.3115463,0.2562991,0.6154038,0.4718946,-1.0194098,0.09824908,1.0390694,-0.030008227,-0.2591012,0.41910556,1.6193744,-0.36541322,1.6375016,0,1.0
63,-1.6935115,0.85286266,-0.37199464,-0.0464499,0.87307197,-0.3142399,0.8362425,-0.6858281,0.938467,0.49693227,0.12889688,-0.26486495,0.60138655,-2.2739034,-0.20612247,-1.2863401,-0.54161966,-0.044292443,0.053209998,0.2771916,-1.072541,-0.026197275,0.21599871,-0.24990875,-0.59636533,1.0138996,-0.5330585,0.23804042,-0.23728824,-0.6593597,0,1.0
64,0.74780303,1.036951,-0.57309544,-0.3914495,-0.574569,-0.9073393,-1.0483388,-0.35047606,-0.85256076,-1.0954771,0.97294587,-0.756455,0.7061014,0.6716648,-0.48814818,0.87768763,-1.4827428,-0.46261844,1.0516912,-0.92248905,-1.3117629,-1.418205,-1.2612345,0.74411094,0.7345199,-0.05572913,1.7175441,-0.45892826,-0.10759204,-0.3127325,0,1.0
65,-0.18850978,-0.43144056,0.30003378,1.907507,-1.4531449,0.045956887,-0.15471748,0.6092955,-0.48520926,1.7863642,-2.316536,0.17287475,-0.87421364,1.2815195,0.49622855,0.12295487,-0.87767375,0.39992407,0.123760454,-0.6032817,-0.28174862,-0.19880067,0.59918344,-1.3723642,0.048889853,0.6476927,-1.6419942,-0.5258444,-1.7668169,-0.6438527,0,1.0
66,0.8675794,-0.4108464,1.2821404,0.511439,0.6640213,1.3400153,-0.2989462,1.7928898,-0.23376136,-1.8452686,0.34621868,0.09759691,0.557221,-0.5918557,0.18621053,-1.2978977,0.9702882,-1.8355758,0.34177,-1.3716724,-0.6421888,0.5769625,0.3725317,-1.6171663,-0.02063655,0.7879088,-0.21649349,-0.06411429,0.49493545,-0.7929024,1,1.0
67,-1.3256388,0.49635527,-1.1119674,1.0133321,1.6963476,-1.139061,1.6684501,-1.273883,1.0917143,1.5140581,-0.10116604,0.71806675,-0.6110662,0.46073574,0.24325585,-2.579435,-0.08987802,1.1771895,-0.13350399,-0.4809684,0.6645065,-0.07338395,0.040000007,-0.5236408,0.04936765,-0.2947579,1.8987453,-0.44464207,0.13888378,2.1643522,0,1.0
